Codigo,Apelido,Razao Social,Endereco,Bairro,Cidade,ES,CEP,DDD/TEL/FAX,CNPJ,INSC.Estadual,Contato,Email,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39,order_40,order_41,order_42,order_43,order_44,order_45,order_46,order_47,order_48,order_49,order_50,last_order
7557,CHUNG MEE,CHUNG MEE CHUNG CHANG - EPP,"RUA GRACA, 388",BOM RETIRO,SÃO PAULO,SP,01125-000,11 / 3361-3066 / ,12.238.206/0001-33,147.324.114.118,,va.tecidos.nfe@gmail.com,"['B89443', '045863', '03/03/2021', '103.40', '21', 'Intercommerce']","['B89442', '045830', '01/03/2021', '1099.50', '212', 'Intercommerce']","['B89441', '091491', '28/01/2021', '101.50', '21', 'Singular(F)']","['B89441', '045417', '28/01/2021', '1280.70', '212', 'Intercommerce']","['B89439', '091363', '13/01/2021', '132.60', '31', 'Singular(F)']","['CHU001', '091367', '13/01/2021', '120.00', '21', 'Singular(F)']","['B89435', '091232', '16/12/2020', '333.80', '172', 'Singular(F)']","['B89429', '091168', '09/12/2020', '120.00', '61', 'Singular(F)']","['B89423', '091038', '25/11/2020', '334.50', '172', 'Singular(F)']","['0S0146', '000144', '19/11/2020', '555.50', '112', 'LetteBrasil(F)']","['B89422', '045089', '16/11/2020', '416.00', '71', 'Intercommerce']","['B89418', '090894', '16/11/2020', '519.70', '102', 'Singular(F)']","['B89419', '090912', '16/11/2020', '456.00', '81', 'Singular(F)']","['B89412', '090696', '27/10/2020', '20.00', '11', 'Singular(F)']","['B89410', '090655', '23/10/2020', '115.00', '21', 'Singular(F)']","['CHUN01', '090633', '21/10/2020', '200.00', '41', 'Singular(F)']","['B89403', '090398', '08/10/2020', '671.50', '142', 'Singular(F)']","['B93291', '090282', '30/09/2020', '650.00', '162', 'Singular(F)']","['B93281', '090144', '22/09/2020', '276.50', '142', 'Singular(F)']","['B93262', '089966', '14/09/2020', '160.00', '81', 'Singular(F)']","['93262B', '044567', '14/09/2020', '107.10', '21', 'Intercommerce']","['B93254', '089694', '01/09/2020', '350.50', '71', 'Singular(F)']","['103800', '089669', '31/08/2020', '164.70', '31', 'Singular(F)']","['103797', '089384', '17/08/2020', '197.00', '41', 'Singular(F)']","['103796', '089299', '12/08/2020', '235.00', '41', 'Singular(F)']","['103793', '088937', '22/07/2020', '168.50', '31', 'Singular(F)']","['103790', '088889', '20/07/2020', '109.70', '21', 'Singular(F)']","['103785', '088674', '08/07/2020', '178.00', '31', 'Singular(F)']","['103783', '088621', '03/07/2020', '279.60', '61', 'Singular(F)']","['103778', '088438', '17/06/2020', '457.50', '81', 'Singular(F)']","['103773', '088160', '19/03/2020', '416.10', '71', 'Singular(F)']","['103772', '088104', '17/03/2020', '41.30', '41', 'Singular(F)']","['103771', '003434', '16/03/2020', '31.00', '21', 'FIBRA FANTASIA']","['103772', 'Corte', '16/03/2020', '41.30', '41', 'Singular']","['103765', '087924', '12/03/2020', '100.00', '21', 'Singular(F)']","['103766', '087878', '11/03/2020', '180.00', '31', 'Singular(F)']","['03764A', '003416', '10/03/2020', '156.00', '81', 'FIBRA FANTASIA']","['103764', '087858', '10/03/2020', '140.00', '71', 'Singular(F)']","['103765', 'Corte', '10/03/2020', '100.00', '21', 'Singular']","['103763', '087683', '04/03/2020', '84.70', '81', 'Singular(F)']","['103763', 'Corte', '03/03/2020', '84.70', '81', 'Singular']","['103762', '087364', '20/02/2020', '217.50', '41', 'Singular(F)']","['103761', '087355', '20/02/2020', '632.00', '122', 'Singular(F)']","['103760', '087241', '18/02/2020', '600.00', '302', 'Singular(F)']","['103758', '087011', '13/02/2020', '148.00', '31', 'Singular(F)']","['103759', '086967', '12/02/2020', '177.90', '61', 'Singular(F)']","['013401', '086242', '24/01/2020', '255.00', '51', 'Singular(F)']","['0R6156', '085649', '14/01/2020', '7.80', '11', 'Singular(F)']",,,2021-03-03
7561,DJ COMERCIO,DJ COMERCIO DE MALHAS LTDA,"RUA QUNTINO BOCAIUVA, 618QD 68 LT 01",SETOR CAMPINAS,GOIANIA,GO,74515-050,62 / 3291-7760 / 3233-2938,12.129.220/0001-07,10.473.562-7,,djtextil2010@hotmail.com,"['0B0012', '030958', '14/11/2016', '214.00', '41', 'Intercommerce']","['0M3711', '039358', '19/09/2016', '166.50', '162', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-14
7563,MAFFERSON,IND E COM MAFFERSON LTDA,"AV. SANTOS DUMONT, 1665CX PST 299",SANTA BARBARA,CRICIUMA,SC,88804-342,48 / 2102-3455 / 2102-3456,83.665.794/0001-30,25.041.790-1,,,"['MAFF01', '044638', '21/09/2020', '251.60', '51', 'Intercommerce']","['016529', '088916', '21/07/2020', '4.00', '11', 'Singular(F)']","['016209', '088883', '20/07/2020', '101.40', '21', 'Singular(F)']","['014587', '071964', '18/02/2020', '209.80', '41', 'Singular']","['011978', '070013', '04/12/2019', '10.00', '31', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-21
7570,LILIKOS,CONFECCOES LILIKOS LTDA EPP,"RUA CASEMIRO DE ABREU, 350",BRAS,SÃO PAULO,SP,03013-001,011 / 2081-0694 / 2081-0694,05.691.586/0001-00,116.622.070.112,,lirikos@globo.com,"['B25736', '025655', '07/10/2015', '321.00', '91', 'Intercommerce']","['B25737', '055301', '06/10/2015', '298.00', '61', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-07
7579,LEITE VIEIRA,LEITE VIEIRA IND DE CONFECCOES LTDA  ME,"RUA SAO SALVADOR, 235PAVIMENTO 03",JARDIM AMERICA,CARIACICA,ES,29140-360,27 / 3226-3402 / ,03.338.110/0001-56,082.020.01-9,,,"['JAI945', '053125', '16/06/2015', '102.00', '21', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-16
7581,KROCCO S,COMERCIO DE CONFECCOES KROCCO S LTDA,"RUA ENG SADI CASTRO, 514LOJA",PASSO DA MANGUEIRA,PORTO ALEGRE,RS,91130-060,051 / 3340-3481 / 3225-2194,05.920.786/0001-89,096/3001035,,daianycarey@hotmail.com,"['0M7485', '032653', '20/02/2017', '55.00', '11', 'Intercommerce']","['0M7484', '032635', '17/02/2017', '122.00', '21', 'Intercommerce']","['590000', '062934', '08/02/2017', '112.50', '41', 'Singular(F)']","['59400B', '041732', '07/02/2017', '224.30', '71', 'Singular']","['595000', '062839', '06/02/2017', '64.60', '21', 'Singular(F)']","['596000', '032381', '03/02/2017', '60.00', '11', 'Intercommerce']","['00539B', '061313', '27/10/2016', '63.00', '31', 'Singular(F)']","['00539A', '040138', '26/10/2016', '310.60', '91', 'Singular']","['540000', '030527', '26/10/2016', '107.70', '51', 'Intercommerce']","['0M2321', '038024', '27/07/2016', '116.00', '21', 'Singular']","['658000', '059533', '12/07/2016', '110.00', '21', 'Singular(F)']","['S57200', '035855', '26/02/2016', '330.90', '51', 'Singular']","['548000', '027205', '26/01/2016', '65.70', '41', 'Intercommerce']","['0BB546', '026912', '08/01/2016', '306.00', '51', 'Intercommerce']","['840000', '055647', '27/10/2015', '99.90', '41', 'Singular(F)']","['841000', '025768', '23/10/2015', '44.30', '21', 'Intercommerce']","['839000', '034775', '23/10/2015', '90.70', '41', 'Singular']","['836000', '055566', '21/10/2015', '306.70', '61', 'Singular(F)']","['734000', '052091', '27/04/2015', '457.60', '182', 'Singular(F)']","['736000', '024456', '24/04/2015', '117.70', '31', 'Intercommerce']","['735000', '030980', '24/04/2015', '185.00', '41', 'Singular']","['711000', '030730', '10/04/2015', '25.60', '11', 'Singular']","['709000', '030700', '10/04/2015', '82.80', '51', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-20
7583,DIJOLLY,DIJOLLY ART E MODA LTDA EPP,"AV MARIA LUIZA LIBERATO, 31",BOA VISTA,CARUARU,PE,55038-105,081 / 3722-4060 / ,00.868.727/0001-95,022296255,,dijollyart@hotmail.com,"['0Q1652', '058104', '15/10/2018', '257.30', '41', 'Singular']","['0Q1657', '072946', '15/10/2018', '156.10', '31', 'Singular(F)']","['B79053', '057420', '01/10/2018', '4.00', '21', 'Singular']","['B79052', '057301', '25/09/2018', '134.50', '21', 'Singular']","['0M3053', '029977', '21/09/2016', '99.50', '21', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-15
7587,IH INDUSTRIA,IH IND E COM DE ROUPAS PARA O VESTUARIO EIRELI,"RUA JOSE PAULINO, 784",BOM RETIRO,SÃO PAULO,SP,01120-000,11 / 2362-7760 / 3333-1313,09.165.422/0001-91,149.873.392.117,,fiscal@bizarremoda.com.br,"['0L4960', '027516', '15/02/2016', '212.00', '41', 'Intercommerce']","['0L4955', '026663', '11/12/2015', '98.00', '21', 'Intercommerce']","['0L4953', '026662', '11/12/2015', '106.00', '21', 'Intercommerce']","['0L4951', '026454', '02/12/2015', '129.00', '21', 'Intercommerce']","['0L4959', '026420', '02/12/2015', '237.50', '51', 'Intercommerce']","['0L4952', '026233', '30/11/2015', '103.00', '21', 'Intercommerce']","['B20214', '030748', '10/04/2015', '242.50', '132', 'Singular']","['B20216', '030749', '10/04/2015', '179.00', '102', 'Singular']","['B20218', '024209', '10/04/2015', '388.50', '71', 'Intercommerce']","['B20215', '051663', '09/04/2015', '602.00', '132', 'Singular(F)']","['GE1376', '050475', '10/02/2015', '2.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-15
7612,MONDA,MADRE & FIGLIA COM DE ARTIGOS DO VESTUARIO LTDA,"RUA BARAO DE SANTO ANGELO, 178SALA 27",MOINHOS DE VENTO,PORTO ALEGRE,RS,90570-090,51 / 3084-1821 / ,11.117.713/0001-56,0963323881,,contato@cleomilani.com.br,"['449PIL', '004007', '15/03/2018', '0.60', '11', 'Intercommerce(F)']","['447PIL', '068057', '15/03/2018', '6.00', '11', 'Singular(F)']","['000362', '047954', '19/12/2017', '4.00', '11', 'Singular']","['PRE774', '046998', '24/10/2017', '4.00', '21', 'Singular']","['775000', '037295', '16/10/2017', '1.50', '11', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-15
7615,MAKE FASHION,MAKE FASHION CONFECCAO LTDA,"RUA SA FREIRE, 57",SÃO CRISTOVÃO,RIO DE JANEIRO,RJ,20930-430,21 / 3208-1860 / 3208-1977,12.612.023/0001-36,79191051,,zimpyfinanceiro@hotmail.com,"['0L9229', '037248', '03/06/2016', '432.70', '102', 'Singular']","['VA2520', '058712', '27/05/2016', '157.00', '41', 'Singular(F)']","['002523', 'Corte', '22/04/2016', '2.00', '11', 'Intercommerce']","['002347', '034502', '29/09/2015', '74.10', '41', 'Singular']","['VA2325', '054749', '02/09/2015', '622.80', '152', 'Singular(F)']","['002007', '028743', '15/01/2015', '1704.80', '362', 'Singular']","['02007A', '050028', '15/01/2015', '677.50', '142', 'Singular(F)']","['02007B', '022660', '14/01/2015', '146.00', '21', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-03
7618,MOIKANA,L.T.H. IND E COM DE CONFECÇÕES LTDA,"AV. RIACHUELO, 789",ZONA 03,MARINGA,PR,87050-220,044 / 3032-8900 / ,11.532.304/0001-16,90512344-02,,compras1@moikana.com.br,"['0R3592', '067650', '05/09/2019', '439.90', '81', 'Singular']","['007513', '080609', '29/07/2019', '102.00', '21', 'Singular(F)']","['006327', '078858', '31/05/2019', '201.00', '41', 'Singular(F)']","['OI2611', '076299', '11/02/2019', '3.00', '11', 'Singular(F)']","['048508', '059774', '21/07/2016', '113.00', '21', 'Singular(F)']","['J40500', '059509', '12/07/2016', '10.00', '11', 'Singular(F)']","['040454', '058779', '02/06/2016', '380.50', '81', 'Singular(F)']","['0L9235', '028593', '01/06/2016', '1501.00', '312', 'Intercommerce']","['35137A', '036959', '20/05/2016', '400.50', '81', 'Singular']","['035137', '058648', '20/05/2016', '343.00', '71', 'Singular(F)']","['35108A', '058179', '20/04/2016', '312.50', '61', 'Singular(F)']","['035108', '036636', '19/04/2016', '701.50', '142', 'Singular']","['022105', '034302', '16/09/2015', '473.50', '91', 'Singular']","['027745', '054797', '04/09/2015', '1000.00', '242', 'Singular(F)']","['027694', '053601', '08/07/2015', '507.00', '102', 'Singular(F)']","['022095', '052354', '08/05/2015', '17.60', '21', 'Singular(F)']","['022070', '030965', '24/04/2015', '2031.00', '472', 'Singular']","['022067', '030622', '07/04/2015', '21.30', '11', 'Singular']","['A22048', '023844', '20/03/2015', '197.60', '51', 'Intercommerce']","['022040', '029958', '11/03/2015', '220.00', '41', 'Singular']","['022033', '029888', '06/03/2015', '1023.00', '252', 'Singular']","['0K7786', '029756', '02/03/2015', '154.80', '142', 'Singular']","['022006', '023267', '19/02/2015', '105.20', '61', 'Intercommerce']","['010397', '029306', '06/02/2015', '688.20', '132', 'Singular']","['010386', '029075', '28/01/2015', '242.80', '51', 'Singular']","['010355', '028607', '09/01/2015', '233.50', '51', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,2019-09-05
7621,SAO PEDRO(MATRIZ),SAO PEDRO DE ALCANTARA IMP E EXP.DE TECIDOS LTDA,"RUA DOUTOR JOSE RAFAEL CAVALCANTE, 259",AGAMENON MAGALHÃES,CARUARU,PE,55032-570,21 / 2563-2368 / ,11.834.081/0001-41,039707954,,faturamentocaruaru@jocitex.com.br,"['CP0302', '088619', '03/07/2020', '9357.02', '3933', 'Singular(F)']","['SPCA01', '086356', '29/01/2020', '8492.30', '3603', 'Singular(F)']","['0CA001', '086365', '29/01/2020', '7341.65', '3053', 'Singular(F)']","['0CA002', '086367', '29/01/2020', '1667.50', '762', 'Singular(F)']","['049555', '074191', '04/12/2018', '13193.30', '2613', 'Singular(F)']","['U1711A', '073141', '22/10/2018', '2050.60', '492', 'Singular(F)']","['U1710A', '004779', '19/10/2018', '3100.00', '582', 'Intercommerce(F)']","['B76466', '071629', '23/08/2018', '221.20', '202', 'Singular(F)']","['507JCA', '070907', '26/07/2018', '3004.90', '592', 'Singular(F)']","['2507JC', '070858', '26/07/2018', '3090.70', '562', 'Singular(F)']","['00P736', '004730', '25/07/2018', '225.00', '202', 'Intercommerce(F)']","['00P736', '070845', '25/07/2018', '1980.80', '2023', 'Singular(F)']","['0SAOPE', '069482', '21/05/2018', '36.88', '11', 'Singular(F)']","['1511JJ', '069423', '18/05/2018', '19163.78', '21614', 'Singular(F)']","['01511J', '069422', '18/05/2018', '7976.60', '1323', 'Singular(F)']","['01510J', '069412', '17/05/2018', '3757.17', '1673', 'Singular(F)']","['1506JJ', '004581', '17/05/2018', '625.40', '692', 'Intercommerce(F)']","['01506J', '004580', '17/05/2018', '6365.00', '892', 'Intercommerce(F)']","['1508JB', '004568', '16/05/2018', '4500.70', '5303', 'Intercommerce(F)']","['01508J', '004567', '16/05/2018', '7558.10', '1283', 'Intercommerce(F)']","['JU2020', '004155', '29/03/2018', '19047.00', '3563', 'Intercommerce(F)']","['JU2021', '004156', '29/03/2018', '447.30', '192', 'Intercommerce(F)']","['050061', '068349', '28/03/2018', '3877.80', '842', 'Singular(F)']","['50061A', '068348', '28/03/2018', '1081.60', '622', 'Singular(F)']","['050347', '004132', '28/03/2018', '1845.60', '852', 'Intercommerce(F)']","['50347A', '004133', '28/03/2018', '3246.40', '562', 'Intercommerce(F)']","['50347B', '004134', '28/03/2018', '8940.30', '692', 'Intercommerce(F)']","['SP2222', '067654', '23/02/2018', '1632.80', '792', 'Singular(F)']","['SPCR02', '067659', '23/02/2018', '6213.80', '4023', 'Singular(F)']","['SPCR01', '003723', '23/02/2018', '233.90', '262', 'Intercommerce(F)']","['B65893', '067457', '14/02/2018', '831.40', '202', 'Singular(F)']","['B65892', '003548', '07/02/2018', '1232.50', '252', 'Intercommerce(F)']","['B69938', '067255', '29/01/2018', '9120.00', '1483', 'Singular(F)']","['B69938', '003335', '29/01/2018', '4112.40', '612', 'Intercommerce(F)']","['00361A', '067095', '18/01/2018', '2505.40', '3233', 'Singular(F)']","['01360A', '003107', '18/01/2018', '2996.70', '592', 'Intercommerce(F)']","['01360B', '067101', '18/01/2018', '5947.50', '1173', 'Singular(F)']","['00361A', '003109', '18/01/2018', '671.10', '822', 'Intercommerce(F)']","['361000', '067114', '18/01/2018', '343.20', '422', 'Singular(F)']","['B69924', '067073', '17/01/2018', '1850.70', '732', 'Singular(F)']","['AR4571', '066899', '18/12/2017', '1045.20', '202', 'Singular(F)']","['CAR346', '002909', '18/12/2017', '3313.60', '672', 'Intercommerce(F)']","['CAR442', '002887', '14/12/2017', '5113.50', '902', 'Intercommerce(F)']","['AR4932', '002890', '14/12/2017', '8957.40', '1343', 'Intercommerce(F)']","['AR5029', '066883', '14/12/2017', '1206.50', '232', 'Singular(F)']","['SPAC10', '002899', '14/12/2017', '1625.90', '312', 'Intercommerce(F)']","['SPAC10', '066888', '14/12/2017', '263.00', '51', 'Singular(F)']","['PA348A', '002850', '13/12/2017', '2196.00', '1043', 'Intercommerce(F)']",,,2020-07-03
7625,PLANTER,PLANTER INDUSTRIA E COMERCIO DE ROUPAS LTDA EPP,"RUA PROFESSOR VAHIA DE ABREU, 609",VILA OLIMPIA,SAO PAULO,SP,04549-003,011 / 2729-8663 / 2305-0147,09.142.441/0001-00,149.858.472.110,,armiranda@terra.com.br,"['B39294', '050286', '02/04/2018', '160.10', '102', 'Singular']","['B68098', '050104', '23/03/2018', '2.00', '11', 'Singular']","['0P0744', '049596', '08/03/2018', '87.90', '21', 'Singular']","['B62025', '067913', '08/03/2018', '1.20', '11', 'Singular(F)']","['B70088', '039291', '01/02/2018', '48.20', '21', 'Intercommerce']","['B70087', '039209', '30/01/2018', '55.60', '21', 'Intercommerce']","['B64381', '045739', '14/09/2017', '53.80', '11', 'Singular']","['B73754', '045067', '18/08/2017', '47.20', '11', 'Singular']","['B73753', '065828', '18/08/2017', '173.50', '31', 'Singular(F)']","['B73755', '001283', '18/08/2017', '106.00', '21', 'Intercommerce(F)']","['B74217', 'Corte', '10/07/2017', '9.00', '21', 'Intercommerce(F)']","['B54735', '063847', '22/03/2017', '106.00', '21', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-02
7632,CONECTION,"CONECTION IND, COM, IMP, E EXP ATACADISTA DE ROUPA","RUA CUIABA, 721",PRADO,BELO HORIZONTE,MG,30411-213,031 / 3334-4266 / 3047-2697,08.801.880/0001-07,001035971.00-00,,financeirodasa@hotmail.com,"['002631', '056099', '23/11/2015', '99.60', '31', 'Singular(F)']","['002618', '055531', '20/10/2015', '267.10', '61', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-23
7635,MELODIMM,INDUSTRIA E COMERCIO DE CONFECCOES MELODIMM LTDA,"AV DEP CARLOS PINTO FILHO, 230",PRES COSTA E SILVA,ITAPERUNA,RJ,28300-000,022 / 3824-3939 / 3924-3349,31.901.994/0001-40,83.594.098,,mellodim.fashion@ig.com.br,"['B41848', '036444', '01/04/2016', '50.00', '11', 'Singular']","['002496', '057794', '30/03/2016', '91.00', '21', 'Singular(F)']","['02496A', '036318', '24/03/2016', '120.00', '31', 'Singular']","['B34691', '056800', '18/01/2016', '744.00', '172', 'Singular(F)']","['B34666', '035255', '06/01/2016', '601.00', '122', 'Singular']","['B34668', '056628', '05/01/2016', '741.00', '182', 'Singular(F)']","['002380', '034774', '23/10/2015', '154.00', '31', 'Singular']","['VA2372', '055518', '20/10/2015', '235.50', '61', 'Singular(F)']","['0A2361', '034586', '07/10/2015', '82.00', '21', 'Singular']","['0A2345', '034482', '29/09/2015', '48.00', '11', 'Singular']","['2336VA', '054990', '17/09/2015', '171.00', '41', 'Singular(F)']","['0A2250', '032488', '02/07/2015', '1627.00', '362', 'Singular']","['0A2195', '031233', '05/05/2015', '57.80', '21', 'Singular']","['002028', '028922', '23/01/2015', '652.00', '91', 'Singular']","['02010A', '028745', '15/01/2015', '244.00', '41', 'Singular']","['002009', '028724', '14/01/2015', '319.00', '51', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-01
7646,WXTEX TECHNOLOGIA,WXTEX TECHNOLOGIA LTDA,"RUA JOSE FRANCISCO BARBOSA, 106",PQ FAZ STA CANDIDA,CAMPINAS,SP,13087-553,019 / 3296-4666 / R26,61.941.084/0001-52,244.370.000.110,,litia@wxtex.com.br; fiscal@wxtex.com.br,"['0AA385', '057154', '15/02/2016', '186.00', '31', 'Singular(F)']","['002448', '027471', '11/02/2016', '4.00', '21', 'Intercommerce']","['002435', '056746', '14/01/2016', '105.90', '31', 'Singular(F)']","['AA2505', 'Corte', '13/01/2016', '8.00', '11', 'Singular(F)']","['A13443', '056171', '25/11/2015', '133.00', '21', 'Singular(F)']","['A13441', '056169', '25/11/2015', '160.00', '31', 'Singular(F)']","['A13442', '056170', '25/11/2015', '154.00', '31', 'Singular(F)']","['A13477', 'Corte', '06/11/2015', '10.00', '11', 'Singular(F)']","['AA4656', '034853', '03/11/2015', '424.00', '102', 'Singular']","['BB2607', '034783', '28/10/2015', '201.00', '41', 'Singular']","['A4652A', '034767', '23/10/2015', '3331.50', '712', 'Singular']","['002316', '033663', '25/08/2015', '3500.00', '792', 'Singular']","['4893AA', '054512', '20/08/2015', '208.50', '31', 'Singular(F)']","['B23371', '033487', '11/08/2015', '5331.40', '1093', 'Singular']","['AA4844', 'Corte', '23/07/2015', '3.00', '11', 'Singular']","['B27213', '032657', '15/07/2015', '906.00', '202', 'Singular']","['0A2251', '032486', '02/07/2015', '2212.00', '482', 'Singular']","['002239', '032178', '12/06/2015', '415.00', '91', 'Singular']","['2208AA', '052998', '09/06/2015', '351.00', '61', 'Singular(F)']","['002482', 'Corte', '01/06/2015', '2.00', '11', 'Singular(F)']","['5096AA', '052825', '28/05/2015', '547.80', '152', 'Singular(F)']","['002210', '031686', '26/05/2015', '1691.30', '422', 'Singular']","['0A5084', '052755', '26/05/2015', '60.30', '21', 'Singular(F)']","['02515A', 'Corte', '15/05/2015', '2.00', '11', 'Singular']","['AA5065', '052399', '11/05/2015', '602.50', '132', 'Singular(F)']","['0A5047', '052335', '07/05/2015', '311.00', '51', 'Singular(F)']","['AA5030', '051888', '20/04/2015', '616.70', '172', 'Singular(F)']","['BB5021', '051753', '14/04/2015', '1491.00', '232', 'Singular(F)']","['002123', '023864', '23/03/2015', '111.00', '11', 'Intercommerce']","['002103', '051094', '16/03/2015', '43.00', '11', 'Singular(F)']","['002099', '050991', '11/03/2015', '301.30', '81', 'Singular(F)']","['01597B', '050851', '05/03/2015', '54.90', '41', 'Singular(F)']","['AA1597', '050841', '05/03/2015', '10.00', '11', 'Singular(F)']","['002434', '023390', '25/02/2015', '36.60', '21', 'Intercommerce']","['02077A', '029486', '19/02/2015', '20.00', '11', 'Singular']","['002077', '023278', '19/02/2015', '40.00', '21', 'Intercommerce']","['002418', '023187', '09/02/2015', '5.00', '11', 'Intercommerce']","['002036', '029052', '28/01/2015', '181.00', '51', 'Singular']","['002016', '050072', '19/01/2015', '10.00', '11', 'Singular(F)']",,,,,,,,,,,,2016-02-15
